0	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50
0	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50
0	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50
0	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50
0	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50
0	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50
0	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50
0	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50
0	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50
0	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50
1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30
1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30
1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30
1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30
1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30
1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30
1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30
1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30
1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30
1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30
